#{"t_start": 1668550789.767045, "env_id": "nnMeta-v40"}
r,l,t
16871.0,16,65.530336
18440.0,17,65.540599
18783.0,18,65.55069
20586.0,19,65.560913
20704.0,20,65.570475
20972.0,21,65.580307
21530.0,22,65.589948
23319.0,23,65.599146
24577.0,24,65.607724
24577.0,25,65.616611
26690.0,26,65.625454
27968.0,27,65.634294
30064.0,28,65.642941
31064.0,29,65.651989
32712.0,30,65.66065
33405.0,31,65.670189
34144.0,32,65.678893
34272.0,33,65.687719
35894.0,34,65.695952
35908.0,35,65.704535
37648.0,36,65.713165
38971.0,37,65.721969
39145.0,38,65.730467
40257.0,39,65.739313
41118.0,40,65.748016
41464.0,41,65.756989
42810.0,42,65.76735
43504.0,43,65.777135
43651.0,44,65.786337
45402.0,45,65.795696
46420.0,46,65.805456
48422.0,47,65.815835
50194.0,48,65.825768
20.0,1,65.835127
1356.0,2,65.844008
3082.0,3,65.85326
4736.0,4,65.862484
6638.0,5,65.871197
7983.0,6,65.880091
9127.0,7,65.889414
10555.0,8,65.898485
11006.0,9,65.90742
11414.0,10,65.916682
12573.0,11,65.925651
13242.0,12,65.934544
13268.0,13,65.943064
15211.0,14,65.95343
15413.0,15,65.963068
16441.0,16,65.972713
18193.0,17,65.983046
20325.0,18,65.992936
20676.0,19,66.003125
22932.0,20,66.01247
24960.0,21,66.021855
25602.0,22,66.030458
27207.0,23,66.039426
29133.0,24,66.048674
29390.0,25,66.057472
29750.0,26,66.066613
30161.0,27,66.075087
31469.0,28,66.084405
31484.0,29,66.093069
32337.0,30,66.101887
34448.0,31,66.110564
34600.0,32,66.119784
35989.0,33,66.128666
36962.0,34,66.137448
37595.0,35,66.146245
37765.0,36,66.15531
38275.0,37,66.164022
39300.0,38,66.173316
41215.0,39,66.18276
42897.0,40,66.191866
44549.0,41,66.200702
46681.0,42,66.209381
2090.0,1,66.218616
2838.0,2,66.227373
4315.0,3,66.236589
6131.0,4,66.245381
7261.0,5,66.25447
8040.0,6,66.263284
9303.0,7,66.270782
9594.0,8,66.279354
9594.0,9,66.288385
11849.0,10,66.297167
12493.0,11,66.306272
14180.0,12,66.315575
15722.0,13,66.324875
16855.0,14,66.334516
18072.0,15,66.343349
19382.0,16,66.353526
20640.0,17,66.362779
21360.0,18,66.372112
23337.0,19,66.381649
25443.0,20,66.390686
26929.0,21,66.399809
27944.0,22,66.40837
28830.0,23,66.417986
30564.0,24,66.427187
31134.0,25,66.436609
31287.0,26,66.44626
32506.0,27,66.45656
33935.0,28,66.46715
34335.0,29,66.477159
35722.0,30,66.487394
37943.0,31,66.497596
39665.0,32,66.508629
39760.0,33,66.518797
42083.0,34,66.52965
44134.0,35,66.538439
45950.0,36,66.547467
1078.0,1,66.556969
2415.0,2,66.567142
3511.0,3,66.575973
5047.0,4,66.585187
6222.0,5,66.59379
6225.0,6,66.602478
7342.0,7,66.611002
8317.0,8,66.619739
10609.0,9,66.62852
12162.0,10,66.637145
12261.0,11,66.646
14055.0,12,66.65512
15446.0,13,66.663848
16239.0,14,66.672852
18190.0,15,66.682066
19922.0,16,66.690963
20395.0,17,66.700059
22140.0,18,66.708521
22795.0,19,66.718105
22795.0,20,66.726769
24451.0,21,66.735653
26267.0,22,66.744592
26293.0,23,66.754194
26335.0,24,66.764485
27567.0,25,66.774629
28696.0,26,66.785457
29418.0,27,66.794429
31720.0,28,66.803418
33829.0,29,66.812103
34436.0,30,66.821035
36639.0,31,66.833667
37250.0,32,66.842767
37914.0,33,66.852491
39017.0,34,66.861297
39772.0,35,66.874561
41693.0,36,66.887996
42767.0,37,66.900398
43286.0,38,66.909569
43530.0,39,66.919687
45309.0,40,66.928975
47274.0,41,66.938018
47977.0,42,66.946877
49207.0,43,66.956105
50395.0,44,66.965464
51984.0,45,66.97459
53042.0,46,66.984145
54270.0,47,66.99306
54616.0,48,67.002234
244.0,1,67.012275
471.0,2,67.021157
764.0,3,67.030059
1558.0,4,67.039031
2724.0,5,67.048522
3577.0,6,67.057857
4164.0,7,67.067143
5893.0,8,67.075767
7749.0,9,67.085447
9744.0,10,67.094976
10693.0,11,67.105015
12516.0,12,67.116087
13140.0,13,67.127986
14367.0,14,67.138081
16248.0,15,67.147712
18150.0,16,67.15669
19987.0,17,67.16559
20452.0,18,67.174113
21245.0,19,67.182946
21672.0,20,67.191634
23939.0,21,67.200918
25519.0,22,67.209327
27539.0,23,67.218812
28337.0,24,67.227401
28530.0,25,67.236039
29576.0,26,67.244647
31874.0,27,67.253804
32844.0,28,67.263789
34612.0,29,67.274488
36596.0,30,67.286454
37180.0,31,67.297101
37990.0,32,67.307361
39199.0,33,67.316995
41013.0,34,67.325672
43035.0,35,67.334828
43641.0,36,67.34326
45426.0,37,67.352617
45736.0,38,67.361344
45812.0,39,67.371543
46346.0,40,67.382631
47175.0,41,67.391709
48368.0,42,67.400584
49410.0,43,67.409036
51050.0,44,67.418129
51902.0,45,67.426644
53969.0,46,67.435481
56204.0,47,67.444103
58533.0,48,67.452788
962.0,1,67.461649
2257.0,2,67.470418
3563.0,3,67.478885
5645.0,4,67.488973
5685.0,5,67.499788
6789.0,6,67.508762
8578.0,7,67.517948
10581.0,8,67.526979
11083.0,9,67.535889
12424.0,10,67.544417
13254.0,11,67.553414
14129.0,12,67.56201
15047.0,13,67.570971
16977.0,14,67.579538
18283.0,15,67.588788
1616.0,1,67.597572
3720.0,2,67.606687
4910.0,3,67.616288
5833.0,4,67.626025
6851.0,5,67.635195
7578.0,6,67.643875
9626.0,7,67.65284
10051.0,8,67.661578
11195.0,9,67.670317
13386.0,10,67.679445
15496.0,11,67.688239
16864.0,12,67.69698
17358.0,13,67.705814
19325.0,14,67.715249
20231.0,15,67.72367
22171.0,16,67.732795
22494.0,17,67.741461
23416.0,18,67.750231
24911.0,19,67.758766
25669.0,20,67.767676
27064.0,21,67.776224
28170.0,22,67.785113
28879.0,23,67.793534
28936.0,24,67.802491
29143.0,25,67.811176
30160.0,26,67.819943
30548.0,27,67.828541
31418.0,28,67.837215
31927.0,29,67.845844
33773.0,30,67.855106
33994.0,31,67.86407
34472.0,32,67.872853
35284.0,33,67.88173
37540.0,34,67.890873
37866.0,35,67.899867
39524.0,36,67.908358
39858.0,37,67.917272
41190.0,38,67.925907
42787.0,39,67.934917
44113.0,40,67.943558
46211.0,41,67.952549
47610.0,42,67.961433
48312.0,43,67.970285
49568.0,44,67.978849
50900.0,45,67.987732
495.0,1,67.99657
885.0,2,68.00523
1309.0,3,68.013877
1944.0,4,68.023571
4224.0,5,68.034273
5421.0,6,68.049052
7617.0,7,68.061152
9156.0,8,68.073795
9793.0,9,68.083363
11177.0,10,68.093064
12894.0,11,68.103199
13716.0,12,68.115359
15960.0,13,68.125283
17061.0,14,68.134306
18893.0,15,68.143762
19846.0,16,68.152503
20767.0,17,68.161735
21503.0,18,68.170656
22157.0,19,68.179215
24484.0,20,68.187997
25013.0,21,68.196669
26443.0,22,68.205488
27490.0,23,68.214024
28419.0,24,68.226336
29565.0,25,68.238268
31090.0,26,68.249609
33418.0,27,68.259345
34456.0,28,68.268244
34827.0,29,68.277033
36471.0,30,68.285841
37679.0,31,68.294473
37841.0,32,68.303288
37918.0,33,68.312035
39666.0,34,68.320828
40156.0,35,68.329442
41042.0,36,68.33819
41658.0,37,68.346675
43821.0,38,68.355494
44330.0,39,68.364274
45675.0,40,68.373047
45781.0,41,68.381949
46799.0,42,68.390518
48329.0,43,68.39971
48765.0,44,68.408404
50508.0,45,68.418091
52285.0,46,68.426506
52650.0,47,68.436901
53272.0,48,68.447672
1125.0,1,68.458484
2214.0,2,68.470198
4156.0,3,68.483432
5770.0,4,68.494376
7957.0,5,68.505122
10124.0,6,68.517113
12157.0,7,68.527619
13673.0,8,68.5378
14834.0,9,68.54923
16946.0,10,68.561198
17269.0,11,68.572917
17571.0,12,68.585047
19622.0,13,68.596778
20993.0,14,68.607916
22216.0,15,68.619283
22244.0,16,68.628614
23244.0,17,68.638016
24988.0,18,68.64732
25663.0,19,68.656911
26731.0,20,68.667812
28135.0,21,68.677472
28524.0,22,68.687752
29236.0,23,68.697886
30874.0,24,68.707594
31940.0,25,68.718769
32467.0,26,68.728894
34136.0,27,68.738822
36014.0,28,68.748211
36682.0,29,68.756853
36775.0,30,68.765602
38310.0,31,68.774398
40527.0,32,68.783222
41809.0,33,68.792039
43138.0,34,68.800865
45089.0,35,68.809481
45633.0,36,68.818545
46567.0,37,68.827417
47873.0,38,68.836656
49406.0,39,68.844982
51372.0,40,68.853652
52787.0,41,68.862269
54941.0,42,68.870997
55393.0,43,68.8799
56884.0,44,68.888576
57055.0,45,68.897352
57986.0,46,68.906294
59624.0,47,68.915264
127.0,1,68.923754
1799.0,2,68.933063
1880.0,3,68.949882
3261.0,4,68.95967
4306.0,5,68.969043
5566.0,6,68.977843
6790.0,7,68.986536
7166.0,8,68.994844
8042.0,9,69.003694
8169.0,10,69.012415
1520.0,1,69.021421
2396.0,2,69.030132
3574.0,3,69.039046
5183.0,4,69.04848
7311.0,5,69.057379
7500.0,6,69.0668
8977.0,7,69.07592
10698.0,8,69.085445
11115.0,9,69.094617
11250.0,10,69.103638
11884.0,11,69.113133
12628.0,12,69.122708
12871.0,13,69.132375
13157.0,14,69.141265
13944.0,15,69.151777
15079.0,16,69.161412
16054.0,17,69.17152
17251.0,18,69.180157
19447.0,19,69.188823
20388.0,20,69.197356
20528.0,21,69.206279
22806.0,22,69.215079
23998.0,23,69.224717
24752.0,24,69.234962
26994.0,25,69.24355
28176.0,26,69.2526
30423.0,27,69.261241
32013.0,28,69.26993
33994.0,29,69.278425
35000.0,30,69.287267
36637.0,31,69.295996
37675.0,32,69.30465
39831.0,33,69.31306
40292.0,34,69.321849
42502.0,35,69.330776
43719.0,36,69.340213
nan,37,69.349669
nan,38,69.361205
nan,39,69.371964
nan,40,69.384022
nan,41,69.396451
nan,42,69.407854
nan,43,69.420635
nan,44,69.431529
1737.0,1,69.442748
2208.0,2,69.454038
4488.0,3,69.465076
6557.0,4,69.481996
7661.0,5,69.492647
8514.0,6,69.507948
10675.0,7,69.522587
11600.0,8,69.540669
12756.0,9,69.554498
13087.0,10,69.569802
13710.0,11,69.57994
15110.0,12,69.591529
15221.0,13,69.603928
17064.0,14,69.614129
18651.0,15,69.624416
20946.0,16,69.635496
21166.0,17,69.648985
22836.0,18,69.662604
24611.0,19,69.672533
26692.0,20,69.683195
27965.0,21,69.693957
29229.0,22,69.703775
30656.0,23,69.714851
30977.0,24,69.726812
32037.0,25,69.738866
32259.0,26,69.752825
32620.0,27,69.765385
33358.0,28,69.776392
35448.0,29,69.786232
37102.0,30,69.799386
38167.0,31,69.809413
39609.0,32,69.820397
40150.0,33,69.830864
41359.0,34,69.841616
41463.0,35,69.853981
41558.0,36,69.867849
42229.0,37,69.87852
44340.0,38,69.890153
45591.0,39,69.901474
45606.0,40,69.912489
47166.0,41,69.923417
49144.0,42,69.934383
50962.0,43,69.950736
51023.0,44,69.968978
52281.0,45,69.993281
54170.0,46,70.019037
54193.0,47,70.044112
56494.0,48,70.063374
514.0,1,70.078858
1002.0,2,70.097333
1376.0,3,70.113553
1793.0,4,70.129951
2115.0,5,70.14421
3745.0,6,70.164978
5436.0,7,70.187531
5790.0,8,70.206503
7193.0,9,70.227084
8228.0,10,70.245581
9143.0,11,70.266766
10011.0,12,70.287108
10337.0,13,70.30558
10732.0,14,70.319037
11046.0,15,70.338291
11114.0,16,70.354754
13261.0,17,70.368801
14655.0,18,70.385622
15130.0,19,70.402859
16913.0,20,70.419305
19091.0,21,70.43514
21393.0,22,70.448622
21871.0,23,70.466216
21950.0,24,70.481119
24012.0,25,70.492811
25950.0,26,70.503575
28172.0,27,70.518046
28425.0,28,70.534664
29624.0,29,70.547648
29752.0,30,70.5622
30924.0,31,70.581848
32840.0,32,70.594847
34260.0,33,70.609141
35386.0,34,70.626823
37700.0,35,70.641661
39716.0,36,70.656797
41393.0,37,70.671272
41444.0,38,70.683028
43254.0,39,70.694429
44648.0,40,70.704924
522.0,1,70.718243
742.0,2,70.731648
872.0,3,70.746299
1576.0,4,70.760672
2662.0,5,70.772255
3060.0,6,70.787185
3716.0,7,70.800261
5306.0,8,70.815428
6738.0,9,70.830027
8914.0,10,70.84361
10950.0,11,70.857742
11092.0,12,70.871547
12999.0,13,70.890338
14838.0,14,70.906872
15006.0,15,70.922315
16661.0,16,70.937144
18483.0,17,70.953772
20218.0,18,70.966199
21325.0,19,70.977404
21732.0,20,70.989803
23692.0,21,71.000561
24368.0,22,71.01547
26451.0,23,71.029353
28322.0,24,71.046389
29223.0,25,71.061962
29831.0,26,71.074101
32073.0,27,71.087839
32120.0,28,71.101628
32792.0,29,71.116524
33723.0,30,71.126332
34360.0,31,71.144629
35261.0,32,71.162689
1509.0,1,71.181939
2478.0,2,71.203537
4490.0,3,71.222128
6294.0,4,71.239927
7374.0,5,71.265655
7979.0,6,71.283715
9296.0,7,71.301202
11228.0,8,71.316967
11491.0,9,71.330583
13243.0,10,71.343736
14038.0,11,71.36024
15148.0,12,71.378511
17423.0,13,71.390024
19684.0,14,71.405614
21421.0,15,71.424469
21918.0,16,71.440321
23209.0,17,71.454407
23310.0,18,71.466934
23877.0,19,71.482417
25767.0,20,71.497832
27429.0,21,71.513761
28154.0,22,71.531489
28484.0,23,71.554676
30536.0,24,71.568958
31597.0,25,71.588323
33055.0,26,71.606327
34264.0,27,71.630067
36099.0,28,71.653101
36871.0,29,71.67137
37367.0,30,71.698153
38245.0,31,71.717499
39741.0,32,71.738494
40798.0,33,71.757653
41232.0,34,71.773326
41406.0,35,71.789168
42898.0,36,71.806919
44017.0,37,71.822641
45544.0,38,71.83653
46339.0,39,71.84919
1824.0,1,71.86422
3022.0,2,71.876293
4991.0,3,71.889252
5089.0,4,71.903543
5432.0,5,71.917262
7650.0,6,71.943236
9767.0,7,71.97869
10276.0,8,72.020896
11699.0,9,72.047084
13525.0,10,72.079127
14271.0,11,72.157722
15244.0,12,72.182421
16100.0,13,72.208869
17044.0,14,72.257779
17966.0,15,72.297606
18580.0,16,72.357214
18974.0,17,72.391783
19120.0,18,72.421959
19745.0,19,72.472408
20420.0,20,72.514877
21226.0,21,72.549912
22168.0,22,72.573641
24127.0,23,72.610302
25296.0,24,72.63256
25488.0,25,72.659857
26657.0,26,72.681622
1506.0,1,72.703707
3719.0,2,72.729997
5722.0,3,72.750307
5764.0,4,72.771985
6043.0,5,72.797327
6911.0,6,72.818381
8009.0,7,72.838211
8500.0,8,72.863882
8802.0,9,72.886519
10334.0,10,72.910651
10651.0,11,72.935397
12630.0,12,72.964539
13480.0,13,72.987507
15714.0,14,73.017164
17279.0,15,73.041977
19407.0,16,73.065294
20445.0,17,73.096355
21937.0,18,73.119903
22198.0,19,73.140061
23572.0,20,73.160372
25531.0,21,73.177385
26850.0,22,73.201962
28626.0,23,73.224974
29147.0,24,73.246434
30302.0,25,73.265514
31356.0,26,73.282398
31418.0,27,73.300863
33503.0,28,73.323404
34516.0,29,73.343186
36438.0,30,73.364891
36706.0,31,73.389592
38383.0,32,73.408402
39640.0,33,73.426143
41576.0,34,73.443152
43243.0,35,73.459819
45563.0,36,73.471366
46954.0,37,73.483421
48414.0,38,73.494633
49323.0,39,73.506075
49367.0,40,73.518235
51129.0,41,73.529401
51130.0,42,73.541131
53341.0,43,73.555821
54953.0,44,73.566093
57108.0,45,73.574728
58800.0,46,73.584809
60622.0,47,73.594031
61928.0,48,73.603362
1921.0,1,73.612095
3047.0,2,73.621632
4572.0,3,73.630859
4987.0,4,73.640825
7253.0,5,73.652881
9530.0,6,73.667342
11053.0,7,73.681471
11110.0,8,73.69591
12416.0,9,73.709562
14262.0,10,73.724313
15036.0,11,73.736945
16618.0,12,73.750098
17685.0,13,73.762493
18264.0,14,73.773398
18982.0,15,73.785055
19756.0,16,73.796708
357.0,1,73.809182
1099.0,2,73.823078
2719.0,3,73.833495
4550.0,4,73.844277
4997.0,5,73.858358
6108.0,6,73.868774
6169.0,7,73.879649
8337.0,8,73.890039
9866.0,9,73.901263
11021.0,10,73.910228
12748.0,11,73.918934
14996.0,12,73.927605
16233.0,13,73.936852
17229.0,14,73.945849
17398.0,15,73.954467
18875.0,16,73.963948
20003.0,17,73.973352
20598.0,18,73.9826
22355.0,19,73.991146
23160.0,20,73.999816
25245.0,21,74.008568
25411.0,22,74.017659
27426.0,23,74.026509
28015.0,24,74.035625
29926.0,25,74.044208
30202.0,26,74.053501
32481.0,27,74.061961
33836.0,28,74.070676
34803.0,29,74.081161
35055.0,30,74.089853
35336.0,31,74.099738
35849.0,32,74.109244
36508.0,33,74.11932
36947.0,34,74.130434
39204.0,35,74.139696
40398.0,36,74.148721
40704.0,37,74.158804
40713.0,38,74.168122
42526.0,39,74.178115
43892.0,40,74.190136
44673.0,41,74.202071
46658.0,42,74.211819
46814.0,43,74.222947
48795.0,44,74.235034
49554.0,45,74.243518
51475.0,46,74.253547
52048.0,47,74.26269
53322.0,48,74.272376
54.0,1,74.284196
1869.0,2,74.296761
3501.0,3,74.310704
4321.0,4,74.322751
5112.0,5,74.333433
6438.0,6,74.343171
7886.0,7,74.353253
9105.0,8,74.363144
9367.0,9,74.373377
11491.0,10,74.385283
13631.0,11,74.395053
14166.0,12,74.403908
14745.0,13,74.412898
16287.0,14,74.422512
17739.0,15,74.432037
17871.0,16,74.441665
19214.0,17,74.453492
21048.0,18,74.466714
22618.0,19,74.476457
23455.0,20,74.489629
23723.0,21,74.507358
25946.0,22,74.524598
27451.0,23,74.539561
27883.0,24,74.554536
27900.0,25,74.570879
30100.0,26,74.582849
31779.0,27,74.594253
33568.0,28,74.606047
35640.0,29,74.618496
36439.0,30,74.630335
37183.0,31,74.640965
39268.0,32,74.653275
40185.0,33,74.667105
41485.0,34,74.677696
41966.0,35,74.690265
43803.0,36,74.700764
44873.0,37,74.709592
46758.0,38,74.719992
46865.0,39,74.729447
49132.0,40,74.738462
50998.0,41,74.748238
51377.0,42,74.757386
51695.0,43,74.767485
53881.0,44,74.776239
55444.0,45,74.789364
57651.0,46,74.804113
58053.0,47,74.81645
59080.0,48,74.827255
204.0,1,74.837131
1372.0,2,74.847881
1459.0,3,74.857571
3282.0,4,74.868155
3681.0,5,74.878413
5846.0,6,74.888989
6744.0,7,74.898708
8043.0,8,74.907309
8511.0,9,74.91644
8807.0,10,74.925241
10893.0,11,74.934386
11838.0,12,74.942846
13055.0,13,74.951914
13343.0,14,74.961832
13543.0,15,74.971474
14352.0,16,74.982107
16005.0,17,74.991657
18227.0,18,75.002018
19675.0,19,75.012209
21534.0,20,75.022056
22004.0,21,75.031124
23386.0,22,75.040163
24653.0,23,75.049249
25739.0,24,75.05804
27191.0,25,75.067492
28455.0,26,75.077401
29471.0,27,75.086368
29941.0,28,75.095116
1239.0,1,75.103931
2736.0,2,75.112802
4958.0,3,75.121719
5301.0,4,75.13031
6133.0,5,75.138929
8269.0,6,75.148103
8958.0,7,75.156472
9550.0,8,75.165399
11432.0,9,75.175257
13589.0,10,75.188629
15397.0,11,75.201182
17342.0,12,75.211129
17484.0,13,75.223351
19011.0,14,75.235185
20244.0,15,75.245802
20936.0,16,75.258173
21322.0,17,75.270389
22730.0,18,75.280542
23275.0,19,75.292444
25086.0,20,75.302314
27217.0,21,75.31221
27825.0,22,75.322835
29309.0,23,75.333521
31495.0,24,75.34308
33375.0,25,75.352099
34573.0,26,75.360724
36674.0,27,75.36931
37517.0,28,75.377995
39807.0,29,75.386912
40806.0,30,75.39563
41649.0,31,75.404321
2095.0,1,75.412985
3949.0,2,75.422064
4998.0,3,75.430944
6272.0,4,75.43943
8087.0,5,75.448845
8139.0,6,75.457478
9284.0,7,75.467047
10356.0,8,75.476632
11318.0,9,75.486547
12273.0,10,75.496988
12945.0,11,75.506753
15113.0,12,75.517601
15120.0,13,75.527774
15436.0,14,75.538028
16382.0,15,75.548144
17543.0,16,75.556831
18968.0,17,75.566008
19610.0,18,75.574781
19943.0,19,75.588781
22266.0,20,75.608353
23734.0,21,75.624074
25548.0,22,75.639274
25597.0,23,75.651702
27045.0,24,75.666331
27972.0,25,75.681368
30059.0,26,75.693851
30804.0,27,75.706159
30867.0,28,75.720492
32213.0,29,75.730764
32912.0,30,75.744628
33105.0,31,75.755253
34902.0,32,75.766242
37074.0,33,75.778571
39323.0,34,75.792469
41134.0,35,75.803835
41761.0,36,75.815334
42787.0,37,75.826089
44168.0,38,75.83665
45769.0,39,75.847726
47403.0,40,75.860481
47514.0,41,75.871122
48063.0,42,75.882798
48864.0,43,75.8938
49208.0,44,75.903883
50448.0,45,75.91481
51998.0,46,75.925217
54263.0,47,75.935506
56088.0,48,75.945476
1212.0,1,75.955867
3100.0,2,75.966428
3750.0,3,75.975991
5109.0,4,75.986843
7196.0,5,75.998675
8541.0,6,76.008943
9314.0,7,76.019482
10378.0,8,76.029536
11965.0,9,76.039972
14232.0,10,76.050291
14287.0,11,76.06017
16590.0,12,76.069856
18417.0,13,76.079776
19624.0,14,76.090518
21495.0,15,76.101041
23225.0,16,76.110627
23728.0,17,76.121793
24926.0,18,76.132514
26973.0,19,76.141796
27047.0,20,76.151091
29016.0,21,76.159805
29763.0,22,76.168472
31501.0,23,76.177386
32521.0,24,76.185957
34551.0,25,76.194267
34750.0,26,76.202679
35157.0,27,76.21095
37261.0,28,76.219946
37960.0,29,76.22853
38504.0,30,76.237252
40705.0,31,76.245932
42759.0,32,76.254804
43212.0,33,76.263433
45543.0,34,76.272143
47201.0,35,76.281281
49149.0,36,76.289751
50611.0,37,76.298555
51932.0,38,76.307082
54238.0,39,76.315896
54455.0,40,76.324614
54502.0,41,76.3344
56323.0,42,76.342928
57270.0,43,76.35291
57563.0,44,76.361853
58982.0,45,76.370752
61051.0,46,76.37955
62264.0,47,76.389107
64219.0,48,76.397933
1258.0,1,76.406682
3569.0,2,76.416182
5527.0,3,76.425579
7631.0,4,76.434775
9223.0,5,76.443036
9848.0,6,76.452794
10818.0,7,76.461904
12912.0,8,76.470863
13965.0,9,76.479649
15659.0,10,76.489227
17005.0,11,76.499605
17209.0,12,76.512535
19218.0,13,76.526242
21168.0,14,76.536572
22969.0,15,76.550226
23702.0,16,76.565134
23963.0,17,76.578042
25657.0,18,76.591345
1620.0,1,76.610103
3873.0,2,76.623891
3968.0,3,76.638335
6156.0,4,76.652485
8450.0,5,76.670534
8613.0,6,76.685781
10216.0,7,76.700694
11610.0,8,76.717746
11991.0,9,76.732475
13118.0,10,76.747529
14939.0,11,76.763577
15501.0,12,76.775782
16199.0,13,76.787214
18509.0,14,76.800742
20490.0,15,76.81116
22567.0,16,76.825713
24659.0,17,76.839992
24770.0,18,76.85406
25220.0,19,76.870057
26458.0,20,76.885741
27330.0,21,76.894883
28608.0,22,76.905428
29764.0,23,76.915734
32014.0,24,76.926628
34139.0,25,76.937852
35824.0,26,76.950726
37605.0,27,76.962794
39745.0,28,76.974073
40562.0,29,76.98695
40924.0,30,76.999947
41861.0,31,77.011798
44048.0,32,77.026321
45214.0,33,77.03851
46335.0,34,77.05068
47054.0,35,77.062496
49099.0,36,77.073221
50593.0,37,77.084586
52119.0,38,77.094714
52372.0,39,77.105552
53779.0,40,77.11589
54992.0,41,77.12493
55206.0,42,77.136729
56083.0,43,77.147573
56212.0,44,77.156971
58349.0,45,77.16601
59048.0,46,77.176257
60910.0,47,77.19081
63100.0,48,77.201034
1105.0,1,77.211366
1753.0,2,77.222961
1963.0,3,77.233892
2148.0,4,77.243651
3472.0,5,77.254185
4535.0,6,77.265032
6335.0,7,77.274479
7530.0,8,77.284766
8188.0,9,77.294858
10214.0,10,77.30453
11096.0,11,77.315259
12171.0,12,77.325376
12909.0,13,77.335243
13987.0,14,77.344905
14694.0,15,77.354583
15106.0,16,77.364636
15769.0,17,77.373874
17047.0,18,77.384973
17401.0,19,77.394662
18172.0,20,77.40424
20193.0,21,77.41479
21747.0,22,77.425026
22876.0,23,77.433867
24273.0,24,77.4424
25503.0,25,77.451393
26088.0,26,77.462529
28034.0,27,77.476124
30091.0,28,77.48698
30823.0,29,77.497606
31327.0,30,77.50697
32326.0,31,77.51833
33291.0,32,77.52873
33921.0,33,77.539374
33936.0,34,77.550274
34236.0,35,77.561191
34678.0,36,77.571061
36047.0,37,77.58268
37229.0,38,77.59445
38170.0,39,77.604244
39816.0,40,77.616585
41079.0,41,77.626485
42887.0,42,77.635172
44832.0,43,77.643705
45530.0,44,77.65275
46088.0,45,77.6622
46753.0,46,77.671481
47134.0,47,77.681659
48315.0,48,77.690763
2001.0,1,77.700657
2333.0,2,77.709193
3111.0,3,77.719363
5155.0,4,77.728534
7108.0,5,77.738059
8836.0,6,77.747821
10807.0,7,77.757077
11649.0,8,77.767013
13294.0,9,77.775411
14800.0,10,77.785638
15372.0,11,77.794543
16102.0,12,77.804044
18278.0,13,77.813616
19466.0,14,77.823211
19577.0,15,77.833406
20672.0,16,77.842656
21450.0,17,77.853362
1185.0,1,77.865997
2112.0,2,77.875945
3803.0,3,77.890075
4115.0,4,77.901832
5276.0,5,77.911643
6397.0,6,77.924858
7562.0,7,77.936561
9875.0,8,77.949045
12072.0,9,77.958722
14004.0,10,77.967862
15165.0,11,77.976658
1507.0,1,77.986607
2694.0,2,77.996416
4790.0,3,78.005516
7093.0,4,78.01527
8377.0,5,78.024618
10107.0,6,78.034127
11097.0,7,78.042751
11901.0,8,78.053125
13725.0,9,78.062483
14707.0,10,78.072977
15928.0,11,78.084598
15989.0,12,78.095872
16696.0,13,78.106746
18134.0,14,78.118841
19599.0,15,78.130483
20497.0,16,78.140209
21980.0,17,78.150497
23323.0,18,78.159846
24163.0,19,78.168783
24750.0,20,78.177447
25651.0,21,78.186435
26287.0,22,78.195059
28222.0,23,78.204627
29974.0,24,78.215254
31051.0,25,78.225477
32992.0,26,78.234342
34208.0,27,78.242987
35218.0,28,78.253324
35735.0,29,78.263289
37913.0,30,78.273169
39363.0,31,78.283689
41305.0,32,78.292924
43620.0,33,78.302174
45523.0,34,78.31068
47238.0,35,78.319402
48442.0,36,78.328095
49201.0,37,78.336876
50768.0,38,78.345731
51258.0,39,78.355328
51718.0,40,78.365125
51940.0,41,78.374609
54027.0,42,78.384829
55621.0,43,78.393871
56362.0,44,78.405539
57005.0,45,78.416717
58092.0,46,78.426546
60096.0,47,78.436331
61617.0,48,78.445571
491.0,1,78.458344
1895.0,2,78.469605
3942.0,3,78.481351
5518.0,4,78.490407
7283.0,5,78.501014
7628.0,6,78.511225
8918.0,7,78.523981
9940.0,8,78.534429
10772.0,9,78.543331
13009.0,10,78.552422
14079.0,11,78.561612
15038.0,12,78.570294
15221.0,13,78.579192
17435.0,14,78.588686
18744.0,15,78.597734
19741.0,16,78.606332
20694.0,17,78.615518
22090.0,18,78.625372
22193.0,19,78.635164
22891.0,20,78.645063
24860.0,21,78.653924
25929.0,22,78.662581
26598.0,23,78.671416
27800.0,24,78.680478
28254.0,25,78.689589
28460.0,26,78.698733
29341.0,27,78.70817
29589.0,28,78.71997
30530.0,29,78.731842
30852.0,30,78.741217
32046.0,31,78.75115
32436.0,32,78.760551
33872.0,33,78.769664
34591.0,34,78.779107
35100.0,35,78.789128
35493.0,36,78.798527
36708.0,37,78.807075
38917.0,38,78.818011
39336.0,39,78.83409
41277.0,40,78.845135
42600.0,41,78.857161
43080.0,42,78.868696
44535.0,43,78.880362
46205.0,44,78.892205
47397.0,45,78.902909
47571.0,46,78.912886
48654.0,47,78.926155
49580.0,48,78.937808
783.0,1,78.947213
2440.0,2,78.956044
2804.0,3,78.965286
3386.0,4,78.974028
5287.0,5,78.983378
7444.0,6,78.992203
9073.0,7,79.002058
10921.0,8,79.010658
13230.0,9,79.019252
14097.0,10,79.027606
15302.0,11,79.036392
16423.0,12,79.044789
